POINTSET
Easting Northing press.r1_dP
1722.22222222 -2166.66666667 0.0
1833.33333333 -2166.66666667 0.0
1944.44444444 -2166.66666667 0.0
2055.55555556 -2166.66666667 0.0
2166.66666667 -2166.66666667 0.0
2277.77777778 -2166.66666667 0.0
2388.88888889 -2166.66666667 0.0
2500.0 -2166.66666667 0.0
-2500.0 -2055.55555556 0.0
-2388.88888889 -2055.55555556 0.0
-2277.77777778 -2055.55555556 0.0
-2166.66666667 -2055.55555556 0.0
-2055.55555556 -2055.55555556 0.0
-1944.44444444 -2055.55555556 0.0
-1833.33333333 -2055.55555556 0.0
-1722.22222222 -2055.55555556 0.0
-1611.11111111 -2055.55555556 0.0
-1500.0 -2055.55555556 0.0
-1388.88888889 -2055.55555556 -8.0
-1277.77777778 -2055.55555556 -8.0
-1166.66666667 -2055.55555556 -8.0
-1055.55555556 -2055.55555556 -8.0
-944.444444444 -2055.55555556 -8.0
-833.333333333 -2055.55555556 -8.0
-722.222222222 -2055.55555556 -8.0
-611.111111111 -2055.55555556 -8.0
-500.0 -2055.55555556 -8.0
-388.888888889 -2055.55555556 -8.0
-277.777777778 -2055.55555556 -8.0
-166.666666667 -2055.55555556 -8.0
-55.5555555556 -2055.55555556 -8.0
55.5555555556 -2055.55555556 -8.0
166.666666667 -2055.55555556 -8.0
277.777777778 -2055.55555556 -8.0
388.888888889 -2055.55555556 -8.0
500.0 -2055.55555556 -8.0
611.111111111 -2055.55555556 -8.0
722.222222222 -2055.55555556 -8.0
833.333333333 -2055.55555556 -8.0
944.444444444 -2055.55555556 -8.0
1055.55555556 -2055.55555556 -8.0
1166.66666667 -2055.55555556 -8.0
1277.77777778 -2055.55555556 -8.0
1388.88888889 -2055.55555556 -8.0
1500.0 -2055.55555556 0.0
1611.11111111 -2055.55555556 0.0
1722.22222222 -2055.55555556 0.0
1833.33333333 -2055.55555556 0.0
1944.44444444 -2055.55555556 0.0
2055.55555556 -2055.55555556 0.0
2166.66666667 -2055.55555556 0.0
2277.77777778 -2055.55555556 0.0
2388.88888889 -2055.55555556 0.0
2500.0 -2055.55555556 0.0
-2500.0 -1944.44444444 0.0
-2388.88888889 -1944.44444444 0.0
-2277.77777778 -1944.44444444 0.0
-2166.66666667 -1944.44444444 0.0
-2055.55555556 -1944.44444444 0.0
-1944.44444444 -1944.44444444 0.0
-1833.33333333 -1944.44444444 0.0
-1722.22222222 -1944.44444444 0.0
-1611.11111111 -1944.44444444 0.0
-1500.0 -1944.44444444 -8.0
-1388.88888889 -1944.44444444 -8.0
-1277.77777778 -1944.44444444 -8.0
-1166.66666667 -1944.44444444 -8.0
-1055.55555556 -1944.44444444 -8.0
-944.444444444 -1944.44444444 -8.0
-833.333333333 -1944.44444444 -8.0
-722.222222222 -1944.44444444 -8.0
-611.111111111 -1944.44444444 -8.0
-500.0 -1944.44444444 -8.0
-388.888888889 -1944.44444444 -8.0
-277.777777778 -1944.44444444 -8.0
-166.666666667 -1944.44444444 -8.0
-55.5555555556 -1944.44444444 -8.0
55.5555555556 -1944.44444444 -8.0
166.666666667 -1944.44444444 -8.0
277.777777778 -1944.44444444 -8.0
388.888888889 -1944.44444444 -8.0
500.0 -1944.44444444 -8.0
611.111111111 -1944.44444444 -8.0
722.222222222 -1944.44444444 -8.0
833.333333333 -1944.44444444 -8.0
944.444444444 -1944.44444444 -8.0
1055.55555556 -1944.44444444 -8.0
1166.66666667 -1944.44444444 -8.0
1277.77777778 -1944.44444444 -8.0
1388.88888889 -1944.44444444 -8.0
1500.0 -1944.44444444 -8.0
1611.11111111 -1944.44444444 0.0
1722.22222222 -1944.44444444 0.0
1833.33333333 -1944.44444444 0.0
1944.44444444 -1944.44444444 0.0
2055.55555556 -1944.44444444 0.0
2166.66666667 -1944.44444444 0.0
2277.77777778 -1944.44444444 0.0
2388.88888889 -1944.44444444 0.0
2500.0 -1944.44444444 0.0
-2500.0 -1833.33333333 0.0
-2388.88888889 -1833.33333333 0.0
-2277.77777778 -1833.33333333 0.0
-2166.66666667 -1833.33333333 0.0
-2055.55555556 -1833.33333333 0.0
-1944.44444444 -1833.33333333 0.0
-1833.33333333 -1833.33333333 0.0
-1722.22222222 -1833.33333333 0.0
-1611.11111111 -1833.33333333 -8.0
-1500.0 -1833.33333333 -8.0
-1388.88888889 -1833.33333333 -8.0
-1277.77777778 -1833.33333333 -8.0
-1166.66666667 -1833.33333333 -8.0
-1055.55555556 -1833.33333333 -8.0
-944.444444444 -1833.33333333 -8.0
-833.333333333 -1833.33333333 -8.0
-722.222222222 -1833.33333333 -8.0
-611.111111111 -1833.33333333 -8.0
-500.0 -1833.33333333 -8.0
-388.888888889 -1833.33333333 -8.0
-277.777777778 -1833.33333333 -8.0
-166.666666667 -1833.33333333 -8.0
-55.5555555556 -1833.33333333 -8.0
55.5555555556 -1833.33333333 -8.0
166.666666667 -1833.33333333 -8.0
277.777777778 -1833.33333333 -8.0
388.888888889 -1833.33333333 -8.0
500.0 -1833.33333333 -8.0
611.111111111 -1833.33333333 -8.0
722.222222222 -1833.33333333 -8.0
833.333333333 -1833.33333333 -8.0
944.444444444 -1833.33333333 -8.0
1055.55555556 -1833.33333333 -8.0
1166.66666667 -1833.33333333 -8.0
1277.77777778 -1833.33333333 -8.0
1388.88888889 -1833.33333333 -8.0
1500.0 -1833.33333333 -8.0
1611.11111111 -1833.33333333 -8.0
1722.22222222 -1833.33333333 0.0
1833.33333333 -1833.33333333 0.0
1944.44444444 -1833.33333333 0.0
2055.55555556 -1833.33333333 0.0
2166.66666667 -1833.33333333 0.0
2277.77777778 -1833.33333333 0.0
2388.88888889 -1833.33333333 0.0
2500.0 -1833.33333333 0.0
-2500.0 -1722.22222222 0.0
-2388.88888889 -1722.22222222 0.0
-2277.77777778 -1722.22222222 0.0
-2166.66666667 -1722.22222222 0.0
-2055.55555556 -1722.22222222 0.0
-1944.44444444 -1722.22222222 0.0
-1833.33333333 -1722.22222222 0.0
-1722.22222222 -1722.22222222 -8.0
-1611.11111111 -1722.22222222 -8.0
-1500.0 -1722.22222222 -8.0
-1388.88888889 -1722.22222222 -8.0
-1277.77777778 -1722.22222222 -8.0
-1166.66666667 -1722.22222222 -8.0
-1055.55555556 -1722.22222222 -8.0
-944.444444444 -1722.22222222 -8.0
-833.333333333 -1722.22222222 -8.0
-722.222222222 -1722.22222222 -8.0
-611.111111111 -1722.22222222 -8.0
-500.0 -1722.22222222 -8.0
-388.888888889 -1722.22222222 -8.0
-277.777777778 -1722.22222222 -8.0
-166.666666667 -1722.22222222 -8.0
-55.5555555556 -1722.22222222 -8.0
55.5555555556 -1722.22222222 -8.0
166.666666667 -1722.22222222 -8.0
277.777777778 -1722.22222222 -8.0
388.888888889 -1722.22222222 -8.0
500.0 -1722.22222222 -8.0
611.111111111 -1722.22222222 -8.0
722.222222222 -1722.22222222 -8.0
833.333333333 -1722.22222222 -8.0
944.444444444 -1722.22222222 -8.0
1055.55555556 -1722.22222222 -8.0
1166.66666667 -1722.22222222 -8.0
1277.77777778 -1722.22222222 -8.0
1388.88888889 -1722.22222222 -8.0
1500.0 -1722.22222222 -8.0
1611.11111111 -1722.22222222 -8.0
1722.22222222 -1722.22222222 -8.0
1833.33333333 -1722.22222222 0.0
1944.44444444 -1722.22222222 0.0
2055.55555556 -1722.22222222 0.0
2166.66666667 -1722.22222222 0.0
2277.77777778 -1722.22222222 0.0
2388.88888889 -1722.22222222 0.0
2500.0 -1722.22222222 0.0
-2500.0 -1611.11111111 0.0
-2388.88888889 -1611.11111111 0.0
-2277.77777778 -1611.11111111 0.0
-2166.66666667 -1611.11111111 0.0
-2055.55555556 -1611.11111111 0.0
-1944.44444444 -1611.11111111 0.0
-1833.33333333 -1611.11111111 -8.0
-1722.22222222 -1611.11111111 -8.0
-1611.11111111 -1611.11111111 -8.0
-1500.0 -1611.11111111 -8.0
-1388.88888889 -1611.11111111 -8.0
-1277.77777778 -1611.11111111 -8.0
-1166.66666667 -1611.11111111 -8.0
-1055.55555556 -1611.11111111 -8.0
-944.444444444 -1611.11111111 -8.0
-833.333333333 -1611.11111111 -8.0
-722.222222222 -1611.11111111 -8.0
-611.111111111 -1611.11111111 -8.0
-500.0 -1611.11111111 -8.0
-388.888888889 -1611.11111111 -8.0
-277.777777778 -1611.11111111 -8.0
-166.666666667 -1611.11111111 -8.0
-55.5555555556 -1611.11111111 -8.0
55.5555555556 -1611.11111111 -8.0
166.666666667 -1611.11111111 -8.0
277.777777778 -1611.11111111 -8.0
388.888888889 -1611.11111111 -8.0
500.0 -1611.11111111 -8.0
611.111111111 -1611.11111111 -8.0
722.222222222 -1611.11111111 -8.0
833.333333333 -1611.11111111 -8.0
944.444444444 -1611.11111111 -8.0
1055.55555556 -1611.11111111 -8.0
1166.66666667 -1611.11111111 -8.0
1277.77777778 -1611.11111111 -8.0
1388.88888889 -1611.11111111 -8.0
1500.0 -1611.11111111 -8.0
1611.11111111 -1611.11111111 -8.0
1722.22222222 -1611.11111111 -8.0
1833.33333333 -1611.11111111 -8.0
1944.44444444 -1611.11111111 0.0
2055.55555556 -1611.11111111 0.0
2166.66666667 -1611.11111111 0.0
2277.77777778 -1611.11111111 0.0
2388.88888889 -1611.11111111 0.0
2500.0 -1611.11111111 0.0
-2500.0 -1500.0 0.0
-2388.88888889 -1500.0 0.0
-2277.77777778 -1500.0 0.0
-2166.66666667 -1500.0 0.0
-2055.55555556 -1500.0 0.0
-1944.44444444 -1500.0 -8.0
-1833.33333333 -1500.0 -8.0
-1722.22222222 -1500.0 -8.0
-1611.11111111 -1500.0 -8.0
-1500.0 -1500.0 -8.0
-1388.88888889 -1500.0 -8.0
-1277.77777778 -1500.0 -8.0
-1166.66666667 -1500.0 -8.0
-1055.55555556 -1500.0 -8.0
-944.444444444 -1500.0 -8.0
-833.333333333 -1500.0 -8.0
-722.222222222 -1500.0 -8.0
-611.111111111 -1500.0 -8.0
-500.0 -1500.0 -8.0
-388.888888889 -1500.0 -8.0
-277.777777778 -1500.0 -8.0
-166.666666667 -1500.0 -8.0
-55.5555555556 -1500.0 -8.0
55.5555555556 -1500.0 -8.0
166.666666667 -1500.0 -8.0
277.777777778 -1500.0 -8.0
388.888888889 -1500.0 -8.0
500.0 -1500.0 -8.0
611.111111111 -1500.0 -8.0
722.222222222 -1500.0 -8.0
833.333333333 -1500.0 -8.0
944.444444444 -1500.0 -8.0
1055.55555556 -1500.0 -8.0
1166.66666667 -1500.0 -8.0
1277.77777778 -1500.0 -8.0
1388.88888889 -1500.0 -8.0
1500.0 -1500.0 -8.0
1611.11111111 -1500.0 -8.0
1722.22222222 -1500.0 -8.0
1833.33333333 -1500.0 -8.0
1944.44444444 -1500.0 -8.0
2055.55555556 -1500.0 0.0
2166.66666667 -1500.0 0.0
2277.77777778 -1500.0 0.0
2388.88888889 -1500.0 0.0
2500.0 -1500.0 0.0
-2500.0 -1388.88888889 0.0
-2388.88888889 -1388.88888889 0.0
-2277.77777778 -1388.88888889 0.0
-2166.66666667 -1388.88888889 0.0
-2055.55555556 -1388.88888889 -8.0
-1944.44444444 -1388.88888889 -8.0
-1833.33333333 -1388.88888889 -8.0
-1722.22222222 -1388.88888889 -8.0
-1611.11111111 -1388.88888889 -8.0
-1500.0 -1388.88888889 -8.0
-1388.88888889 -1388.88888889 -8.0
-1277.77777778 -1388.88888889 -8.0
-1166.66666667 -1388.88888889 -8.0
-1055.55555556 -1388.88888889 -8.0
-944.444444444 -1388.88888889 -8.0
-833.333333333 -1388.88888889 -8.0
-722.222222222 -1388.88888889 -8.0
-611.111111111 -1388.88888889 -8.0
-500.0 -1388.88888889 -8.0
-388.888888889 -1388.88888889 -8.0
-277.777777778 -1388.88888889 -8.0
-166.666666667 -1388.88888889 -8.0
-55.5555555556 -1388.88888889 -8.0
55.5555555556 -1388.88888889 -8.0
166.666666667 -1388.88888889 -8.0
277.777777778 -1388.88888889 -8.0
388.888888889 -1388.88888889 -8.0
500.0 -1388.88888889 -8.0
611.111111111 -1388.88888889 -8.0
722.222222222 -1388.88888889 -8.0
833.333333333 -1388.88888889 -8.0
944.444444444 -1388.88888889 -8.0
1055.55555556 -1388.88888889 -8.0
1166.66666667 -1388.88888889 -8.0
1277.77777778 -1388.88888889 -8.0
1388.88888889 -1388.88888889 -8.0
1500.0 -1388.88888889 -8.0
1611.11111111 -1388.88888889 -8.0
1722.22222222 -1388.88888889 -8.0
1833.33333333 -1388.88888889 -8.0
1944.44444444 -1388.88888889 -8.0
2055.55555556 -1388.88888889 -8.0
2166.66666667 -1388.88888889 0.0
2277.77777778 -1388.88888889 0.0
2388.88888889 -1388.88888889 0.0
2500.0 -1388.88888889 0.0
-2500.0 -1277.77777778 0.0
-2388.88888889 -1277.77777778 0.0
-2277.77777778 -1277.77777778 0.0
-2166.66666667 -1277.77777778 0.0
-2055.55555556 -1277.77777778 -8.0
-1944.44444444 -1277.77777778 -8.0
-1833.33333333 -1277.77777778 -8.0
-1722.22222222 -1277.77777778 -8.0
-1611.11111111 -1277.77777778 -8.0
-1500.0 -1277.77777778 -8.0
-1388.88888889 -1277.77777778 -8.0
-1277.77777778 -1277.77777778 -8.0
-1166.66666667 -1277.77777778 -8.0
-1055.55555556 -1277.77777778 -8.0
-944.444444444 -1277.77777778 -8.0
-833.333333333 -1277.77777778 -8.0
-722.222222222 -1277.77777778 -8.0
-611.111111111 -1277.77777778 -8.0
-500.0 -1277.77777778 -8.0
-388.888888889 -1277.77777778 -8.0
-277.777777778 -1277.77777778 -8.0
-166.666666667 -1277.77777778 -8.0
-55.5555555556 -1277.77777778 -8.0
55.5555555556 -1277.77777778 -8.0
166.666666667 -1277.77777778 -8.0
277.777777778 -1277.77777778 -8.0
388.888888889 -1277.77777778 -8.0
500.0 -1277.77777778 -8.0
611.111111111 -1277.77777778 -8.0
722.222222222 -1277.77777778 -8.0
833.333333333 -1277.77777778 -8.0
944.444444444 -1277.77777778 -8.0
1055.55555556 -1277.77777778 -8.0
1166.66666667 -1277.77777778 -8.0
1277.77777778 -1277.77777778 -8.0
1388.88888889 -1277.77777778 -8.0
1500.0 -1277.77777778 -8.0
1611.11111111 -1277.77777778 -8.0
1722.22222222 -1277.77777778 -8.0
1833.33333333 -1277.77777778 -8.0
1944.44444444 -1277.77777778 -8.0
2055.55555556 -1277.77777778 -8.0
2166.66666667 -1277.77777778 0.0
2277.77777778 -1277.77777778 0.0
2388.88888889 -1277.77777778 0.0
2500.0 -1277.77777778 0.0
-2500.0 -1166.66666667 0.0
-2388.88888889 -1166.66666667 0.0
-2277.77777778 -1166.66666667 0.0
-2166.66666667 -1166.66666667 -8.0
-2055.55555556 -1166.66666667 -8.0
-1944.44444444 -1166.66666667 -8.0
-1833.33333333 -1166.66666667 -8.0
-1722.22222222 -1166.66666667 -8.0
-1611.11111111 -1166.66666667 -8.0
-1500.0 -1166.66666667 -8.0
-1388.88888889 -1166.66666667 -8.0
-1277.77777778 -1166.66666667 -8.0
-1166.66666667 -1166.66666667 -8.0
-1055.55555556 -1166.66666667 -8.0
-944.444444444 -1166.66666667 -8.0
-833.333333333 -1166.66666667 -8.0
-722.222222222 -1166.66666667 -8.0
-611.111111111 -1166.66666667 -8.0
-500.0 -1166.66666667 -8.0
-388.888888889 -1166.66666667 -8.0
-277.777777778 -1166.66666667 -8.0
-166.666666667 -1166.66666667 -8.0
-55.5555555556 -1166.66666667 -8.0
55.5555555556 -1166.66666667 -8.0
166.666666667 -1166.66666667 -8.0
277.777777778 -1166.66666667 -8.0
388.888888889 -1166.66666667 -8.0
500.0 -1166.66666667 -8.0
611.111111111 -1166.66666667 -8.0
722.222222222 -1166.66666667 -8.0
833.333333333 -1166.66666667 -8.0
944.444444444 -1166.66666667 -8.0
1055.55555556 -1166.66666667 -8.0
1166.66666667 -1166.66666667 -8.0
1277.77777778 -1166.66666667 -8.0
1388.88888889 -1166.66666667 -8.0
1500.0 -1166.66666667 -8.0
1611.11111111 -1166.66666667 -8.0
1722.22222222 -1166.66666667 -8.0
1833.33333333 -1166.66666667 -8.0
1944.44444444 -1166.66666667 -8.0
2055.55555556 -1166.66666667 -8.0
2166.66666667 -1166.66666667 -8.0
2277.77777778 -1166.66666667 0.0
2388.88888889 -1166.66666667 0.0
2500.0 -1166.66666667 0.0
-2500.0 -1055.55555556 0.0
-2388.88888889 -1055.55555556 0.0
-2277.77777778 -1055.55555556 0.0
-2166.66666667 -1055.55555556 -8.0
-2055.55555556 -1055.55555556 -8.0
-1944.44444444 -1055.55555556 -8.0
-1833.33333333 -1055.55555556 -8.0
-1722.22222222 -1055.55555556 -8.0
-1611.11111111 -1055.55555556 -8.0
-1500.0 -1055.55555556 -8.0
-1388.88888889 -1055.55555556 -8.0
-1277.77777778 -1055.55555556 -8.0
-1166.66666667 -1055.55555556 -8.0
-1055.55555556 -1055.55555556 -8.0
-944.444444444 -1055.55555556 -8.0
-833.333333333 -1055.55555556 -8.0
-722.222222222 -1055.55555556 -8.0
-611.111111111 -1055.55555556 -8.0
-500.0 -1055.55555556 -8.0
-388.888888889 -1055.55555556 -8.0
-277.777777778 -1055.55555556 -8.0
-166.666666667 -1055.55555556 -8.0
-55.5555555556 -1055.55555556 -8.0
55.5555555556 -1055.55555556 -8.0
166.666666667 -1055.55555556 -8.0
277.777777778 -1055.55555556 -8.0
388.888888889 -1055.55555556 -8.0
500.0 -1055.55555556 -8.0
611.111111111 -1055.55555556 -8.0
722.222222222 -1055.55555556 -8.0
833.333333333 -1055.55555556 -8.0
944.444444444 -1055.55555556 -8.0
1055.55555556 -1055.55555556 -8.0
1166.66666667 -1055.55555556 -8.0
1277.77777778 -1055.55555556 -8.0
1388.88888889 -1055.55555556 -8.0
1500.0 -1055.55555556 -8.0
1611.11111111 -1055.55555556 -8.0
1722.22222222 -1055.55555556 -8.0
1833.33333333 -1055.55555556 -8.0
1944.44444444 -1055.55555556 -8.0
2055.55555556 -1055.55555556 -8.0
2166.66666667 -1055.55555556 -8.0
2277.77777778 -1055.55555556 0.0
2388.88888889 -1055.55555556 0.0
2500.0 -1055.55555556 0.0
-2500.0 -944.444444444 0.0
-2388.88888889 -944.444444444 0.0
-2277.77777778 -944.444444444 -8.0
-2166.66666667 -944.444444444 -8.0
-2055.55555556 -944.444444444 -8.0
-1944.44444444 -944.444444444 -8.0
-1833.33333333 -944.444444444 -8.0
-1722.22222222 -944.444444444 -8.0
-1611.11111111 -944.444444444 -8.0
-1500.0 -944.444444444 -8.0
-1388.88888889 -944.444444444 -8.0
-1277.77777778 -944.444444444 -8.0
-1166.66666667 -944.444444444 -8.0
-1055.55555556 -944.444444444 -8.0
-944.444444444 -944.444444444 -8.0
-833.333333333 -944.444444444 -8.0
-722.222222222 -944.444444444 -8.0
-611.111111111 -944.444444444 -8.0
-500.0 -944.444444444 -8.0
-388.888888889 -944.444444444 -8.0
-277.777777778 -944.444444444 -8.0
-166.666666667 -944.444444444 -8.0
-55.5555555556 -944.444444444 -8.0
55.5555555556 -944.444444444 -8.0
166.666666667 -944.444444444 -8.0
277.777777778 -944.444444444 -8.0
388.888888889 -944.444444444 -8.0
500.0 -944.444444444 -8.0
611.111111111 -944.444444444 -8.0
722.222222222 -944.444444444 -8.0
833.333333333 -944.444444444 -8.0
944.444444444 -944.444444444 -8.0
1055.55555556 -944.444444444 -8.0
1166.66666667 -944.444444444 -8.0
1277.77777778 -944.444444444 -8.0
1388.88888889 -944.444444444 -8.0
1500.0 -944.444444444 -8.0
1611.11111111 -944.444444444 -8.0
1722.22222222 -944.444444444 -8.0
1833.33333333 -944.444444444 -8.0
1944.44444444 -944.444444444 -8.0
2055.55555556 -944.444444444 -8.0
2166.66666667 -944.444444444 -8.0
2277.77777778 -944.444444444 -8.0
2388.88888889 -944.444444444 0.0
2500.0 -944.444444444 0.0
-2500.0 -833.333333333 0.0
-2388.88888889 -833.333333333 0.0
-2277.77777778 -833.333333333 -8.0
-2166.66666667 -833.333333333 -8.0
-2055.55555556 -833.333333333 -8.0
-1944.44444444 -833.333333333 -8.0
-1833.33333333 -833.333333333 -8.0
-1722.22222222 -833.333333333 -8.0
-1611.11111111 -833.333333333 -8.0
-1500.0 -833.333333333 -8.0
-1388.88888889 -833.333333333 -8.0
-1277.77777778 -833.333333333 -8.0
-1166.66666667 -833.333333333 -8.0
-1055.55555556 -833.333333333 -8.0
-944.444444444 -833.333333333 -8.0
-833.333333333 -833.333333333 -8.0
-722.222222222 -833.333333333 -8.0
-611.111111111 -833.333333333 -8.0
-500.0 -833.333333333 -8.0
-388.888888889 -833.333333333 -8.0
-277.777777778 -833.333333333 -8.0
-166.666666667 -833.333333333 -8.0
-55.5555555556 -833.333333333 -8.0
55.5555555556 -833.333333333 -8.0
166.666666667 -833.333333333 -8.0
277.777777778 -833.333333333 -8.0
388.888888889 -833.333333333 -8.0
500.0 -833.333333333 -8.0
611.111111111 -833.333333333 -8.0
722.222222222 -833.333333333 -8.0
833.333333333 -833.333333333 -8.0
944.444444444 -833.333333333 -8.0
1055.55555556 -833.333333333 -8.0
1166.66666667 -833.333333333 -8.0
1277.77777778 -833.333333333 -8.0
1388.88888889 -833.333333333 -8.0
1500.0 -833.333333333 -8.0
1611.11111111 -833.333333333 -8.0
